id,anychildren,broadband,hispanic,race,region,spend
7469,1,0,0,white,S,1240
7470,1,1,0,white,NE,2286
7471,0,1,0,white,MW,366
7472,0,0,1,white,MW,9
7473,0,1,0,white,MW,65
7474,1,1,1,white,S,428
7475,0,1,0,white,NE,163
7476,1,1,0,white,MW,40
7477,0,0,0,black,S,149
7478,0,1,0,white,W,572
7479,1,0,1,white,MW,511
7480,1,1,0,white,W,40
7481,1,1,0,white,NE,119
7482,1,0,0,white,S,27
7483,1,0,0,white,MW,225
7484,1,0,0,white,MW,2779
7485,1,1,1,black,S,14
7486,1,1,0,white,S,598
7487,0,0,0,white,S,1605
7488,1,1,0,white,MW,2647
7489,1,1,0,white,NE,192
7490,0,1,0,white,W,1699
7491,1,1,0,white,MW,69
7492,0,1,1,white,S,90
7493,1,1,0,white,W,15483
7494,1,1,0,white,S,1908
7495,0,1,0,white,W,697
7496,1,1,0,white,W,1759
7497,0,1,1,white,MW,504
7498,1,1,1,white,W,1080
7499,1,1,0,white,MW,2303
7500,0,1,0,white,S,25
7501,1,1,0,white,S,1133
7502,1,0,1,white,S,451
7503,1,1,0,white,NE,3276
7504,0,1,0,white,S,459
7505,0,0,0,white,W,88943
7506,0,1,0,white,S,298
7507,1,0,0,white,MW,1604
7508,0,1,0,white,S,3791
7509,1,1,0,white,W,3198
7510,0,0,1,white,W,15
7511,0,1,0,white,S,1229
7512,0,1,0,white,NE,168
7513,0,1,1,white,MW,55
7514,1,1,0,white,S,1142
7515,1,0,0,white,MW,443
7516,0,1,0,white,S,363
7517,1,1,0,white,NE,352
7518,1,1,0,white,S,59307
7519,1,1,0,white,S,724
7520,1,0,0,black,S,101
7521,0,0,0,white,S,815
7522,1,1,0,white,S,115
7523,1,1,1,white,S,928
7524,1,1,0,white,NE,823
7525,0,1,0,asian,MW,1655
7526,0,1,1,white,NE,274
7527,1,1,0,white,NE,4188
7528,0,1,0,white,NE,3685
7529,1,1,1,white,MW,46
7530,1,1,0,white,S,552
7531,1,1,0,white,S,222
7532,0,1,0,white,S,2934
7533,1,1,0,white,NE,186
7534,0,0,0,white,S,20
7535,1,1,0,white,NE,840
7536,0,0,1,white,S,238
7537,0,1,1,white,NE,35
7538,1,1,0,white,S,250
7539,0,0,1,white,NE,101
7540,1,1,0,white,W,5471
7541,0,1,0,white,S,382
7542,1,1,0,white,MW,544
7543,1,1,0,white,S,75
7544,0,0,0,black,NE,1386
7545,1,1,0,white,S,76
7546,1,1,0,white,W,495
7547,1,1,0,white,S,163
7548,1,1,0,white,S,471
7549,0,1,1,white,MW,4876
7550,1,0,0,white,NE,25
7551,1,1,0,white,S,1056
7552,0,1,0,white,NE,1801
7553,1,0,0,white,W,234
7554,1,1,0,white,NE,1949
7555,1,0,0,white,S,230
7556,1,1,0,white,MW,856
7557,1,0,1,white,MW,9
7558,0,1,0,white,W,720
7559,0,1,1,white,S,968
7560,1,0,0,white,S,76
7561,1,1,0,white,S,1084
7562,0,1,0,asian,W,100
7563,0,1,0,white,S,2573
7564,1,1,0,white,W,600
7565,1,1,0,white,MW,163
7566,1,1,0,white,W,3019
7567,1,0,0,white,S,37
7568,0,1,0,white,W,181
7569,1,1,0,white,NE,8734
7570,0,1,0,white,S,1819
7571,1,1,0,white,S,71
7572,1,0,0,white,S,16
7573,1,1,0,white,NE,51
7574,1,1,0,white,S,129
7575,1,1,0,white,MW,3991
7576,1,1,1,white,S,368
7577,1,1,0,white,S,82
7578,0,1,0,white,W,1502
7579,0,1,0,white,S,33
7580,0,1,0,white,MW,231
7581,1,0,0,white,S,446
7582,0,1,0,white,W,15491
7583,1,1,0,white,S,530
7584,0,0,0,white,NE,224
7585,1,0,1,white,W,80
7586,1,1,0,white,NE,6485
7587,1,0,0,white,S,174
7588,1,1,0,white,MW,212
7589,0,0,0,white,S,2031
7590,0,1,0,white,S,20958
7591,0,0,0,white,NE,1763
7592,1,1,0,white,MW,913
7593,1,1,0,asian,NE,284
7594,1,1,0,black,S,120538
7595,1,0,0,white,W,140
7596,0,1,0,white,W,1159
7597,0,1,0,white,S,176
7598,1,1,0,white,S,691
7599,1,1,0,white,NE,3917
7600,0,1,1,white,W,44
7601,1,1,0,white,S,47
7602,0,1,0,black,NE,57
7603,1,1,1,white,W,1234
7604,0,1,0,white,S,4354
7605,0,0,1,white,S,380
7606,0,1,0,white,MW,2284
7607,0,1,0,white,NE,1260
7608,1,1,0,white,MW,486
7609,1,1,0,white,W,5800
7610,1,1,0,white,W,1462
7611,1,0,0,white,S,2719
7612,0,1,0,white,NE,48
7613,1,1,0,white,S,39
7614,1,1,0,white,MW,373
7615,1,1,1,white,S,79
7616,1,1,0,white,MW,5
7617,1,0,0,white,S,297
7618,0,1,0,white,NE,1603
7619,1,1,0,white,S,58
7620,1,1,0,white,S,440
7621,0,1,0,white,W,394
7622,0,1,1,other,S,9459
7623,1,1,0,white,MW,18
7624,0,0,1,white,S,158
7625,0,1,0,white,S,125
7626,0,1,0,white,W,724
7627,1,1,0,white,MW,760
7628,0,1,0,white,S,10
7629,0,1,0,white,W,624
7630,0,0,0,white,S,1793
7631,0,1,0,white,NE,756
7632,0,1,0,white,MW,17
7633,1,1,0,white,NE,47
7634,0,1,0,white,NE,2948
7635,0,1,0,white,NE,673
7636,0,1,0,white,MW,905
7637,1,1,0,white,MW,1017
7638,1,1,0,white,MW,79
7639,0,1,1,white,MW,263
7640,1,1,0,white,MW,605
7641,1,1,0,black,MW,334
7642,0,1,1,white,S,706
7643,1,1,0,white,MW,282
7644,1,1,0,white,NE,1342
7645,1,0,1,white,NE,3116
7646,1,1,0,white,MW,12
7647,1,1,0,white,MW,3691
7648,1,0,0,white,S,280
7649,1,1,1,white,S,230
7650,1,1,1,white,S,90
7651,0,1,0,white,MW,566
7652,1,1,0,white,MW,3020
7653,1,1,0,white,W,13601
7654,1,1,0,white,S,412
7655,1,1,0,white,S,1706
7656,0,1,0,white,MW,135
7657,1,1,0,white,NE,42477
7658,0,0,1,white,W,293
7659,1,1,0,white,NE,75
7660,1,1,0,white,S,310
7661,0,0,0,white,MW,18
7662,0,1,0,white,S,1822
7663,1,1,0,white,MW,767
7664,1,1,1,white,W,545
7665,1,1,0,white,MW,8
7666,1,1,1,white,S,158
7667,1,1,0,white,MW,635
7668,1,1,0,white,MW,217
7669,1,0,0,white,W,126
7670,1,1,0,white,W,5095
7671,1,1,1,white,S,109
7672,1,1,0,white,S,2913
7673,1,1,1,white,S,1890
7674,1,1,0,white,W,2936
7675,0,1,1,white,W,563
7676,1,0,0,white,W,136
7677,1,1,0,white,NE,2085
7678,1,0,0,white,S,171
7679,1,1,0,white,W,42
7680,1,1,0,white,W,245
7681,0,0,0,white,NE,247
7682,1,1,0,white,NE,6
7683,1,1,0,white,S,12143
7684,1,1,1,white,NE,405
7685,0,1,0,white,NE,276
7686,0,1,0,white,NE,309
7687,0,1,0,white,MW,416
7688,1,1,0,white,NE,68
7689,1,1,0,white,W,238
7690,1,1,0,white,MW,658
7691,1,1,0,white,S,5655
7692,0,1,0,white,NE,322
7693,0,1,1,white,MW,33977
7694,1,0,1,white,S,199
7695,1,1,0,white,W,1113
7696,0,1,0,white,MW,1577
7697,0,0,0,white,MW,773
7698,1,0,1,white,S,80
7699,1,1,0,white,S,540
7700,1,1,1,white,W,1867
7701,0,0,0,white,MW,493
7702,0,1,0,white,NE,1387
7703,1,1,0,white,S,1963
7704,0,1,0,white,MW,443
7705,1,1,0,white,MW,11257
7706,0,0,0,black,S,18
7707,1,1,1,white,S,1367
7708,1,1,0,black,S,1449
7709,1,1,1,white,S,326
7710,0,1,0,white,W,179
7711,1,1,0,white,NE,683
7712,1,1,0,white,NE,1823
7713,0,1,0,white,S,6
7714,0,0,0,white,NE,153
7715,0,0,0,white,S,113
7716,1,0,0,white,W,201
7717,0,1,0,white,S,75
7718,0,1,0,white,S,616
7719,1,1,0,white,S,1286
7720,1,1,0,white,W,835
7721,1,1,0,white,NE,182
7722,1,1,0,white,NE,10689
7723,0,1,0,white,NE,246
7724,1,1,0,white,NE,82
7725,0,1,0,white,NE,1288
7726,1,1,0,white,MW,1142
7727,0,0,0,white,MW,447
7728,1,0,0,white,S,23
7729,0,1,0,white,MW,458
7730,0,1,0,white,MW,1094
7731,1,1,0,white,W,1029
7732,0,0,0,white,MW,20
7733,1,1,0,white,S,1159
7734,0,1,0,white,S,136
7735,1,1,0,white,W,1187
7736,0,1,0,white,W,585
7737,1,1,0,white,W,746
7738,0,0,1,white,NE,130
7739,1,0,0,white,MW,189
7740,1,1,0,black,MW,10267
7741,1,1,1,white,MW,90
7742,0,1,1,white,W,625
7743,0,1,1,white,W,16237
7744,1,0,0,white,S,683
7745,0,1,0,white,NE,2767
7746,0,1,0,white,S,1800
7747,0,0,1,white,MW,2161
7748,1,1,1,white,W,376
7749,0,1,0,white,MW,90
7750,1,1,0,white,W,272
7751,1,1,0,white,NE,54
7752,0,1,0,white,S,876
7753,1,1,0,white,S,400
7754,0,1,0,white,W,19230
7755,0,1,0,white,S,376
7756,0,0,0,white,MW,272
7757,1,0,0,white,NE,90
7758,1,0,0,white,MW,1718
7759,1,1,0,white,S,229
7760,1,1,0,white,S,9
7761,1,1,0,white,S,3311
7762,1,1,0,white,NE,571
7763,1,1,0,white,MW,5762
7764,0,1,0,white,S,448
7765,1,1,0,white,S,270
7766,0,1,0,white,S,320
7767,0,1,0,white,NE,708
7768,1,1,1,white,MW,986
7769,1,1,0,white,MW,529
7770,1,1,0,white,W,227
7771,1,1,0,white,NE,4168
7772,1,1,1,white,W,944
7773,1,1,0,white,S,1286
7774,1,1,0,white,S,5786
7775,0,1,0,white,W,209
7776,1,1,0,white,S,310
7777,0,1,0,white,W,196
7778,0,1,0,white,S,431
7779,1,1,1,white,S,194
7780,1,1,0,white,S,536
7781,0,1,0,white,S,32
7782,0,0,0,white,MW,17
7783,1,1,0,white,W,1189
7784,1,1,0,white,S,168
7785,1,1,0,white,MW,1613
7786,0,1,0,white,MW,52
7787,0,1,0,white,S,105
7788,0,1,0,white,MW,389
7789,0,1,0,white,W,67
7790,1,1,0,white,W,674
7791,0,0,0,white,MW,30
7792,1,1,1,white,NE,1108
7793,1,1,0,white,S,2822
7794,1,1,0,white,MW,219
7795,1,0,1,white,NE,80
7796,1,1,1,white,MW,2495
7797,1,1,0,white,MW,57
7798,0,0,0,white,MW,161
7799,1,1,0,white,MW,60
7800,1,0,0,white,MW,1760
7801,1,1,0,white,NE,401
7802,0,0,1,white,W,1248
7803,1,1,0,white,S,579
7804,1,1,0,white,MW,618
7805,1,1,0,white,MW,487
7806,1,1,0,white,S,98
7807,0,0,1,white,S,1663
7808,0,1,0,white,MW,484
7809,1,1,0,white,S,1278
7810,1,1,0,white,S,441
7811,0,1,0,black,S,180
7812,1,1,0,white,MW,1648
7813,0,1,0,white,MW,27507
7814,1,1,0,white,S,580
7815,1,1,1,white,S,154
7816,0,1,0,white,MW,676
7817,0,1,0,white,W,306
7818,1,1,0,white,W,9477
7819,0,1,0,white,W,72
7820,1,1,1,white,S,3382
7821,1,0,0,white,MW,2337
7822,0,1,0,asian,MW,20
7823,1,1,1,white,MW,248
7824,1,1,0,white,MW,1647
7825,0,1,1,white,MW,1482
7826,1,1,0,white,NE,5862
7827,0,1,0,white,NE,1482
7828,1,1,0,white,NE,23
7829,0,1,0,white,W,1062
7830,1,1,0,white,S,2615
7831,1,0,0,white,S,2688
7832,0,1,0,white,MW,11362
7833,0,1,0,white,NE,2373
7834,0,1,0,white,S,1172
7835,1,1,0,white,W,6224
7836,1,1,0,white,S,3492
7837,1,1,1,white,MW,104
7838,1,1,0,white,S,728
7839,1,1,0,white,NE,2792
7840,0,1,0,white,W,211
7841,1,0,0,white,W,25
7842,1,0,0,white,S,178
7843,0,0,0,white,S,285
7844,0,1,0,white,W,524
7845,1,1,0,white,MW,4584
7846,0,1,0,white,NE,355
7847,1,1,0,white,S,430
7848,1,0,1,white,MW,87855
7849,0,1,1,white,MW,185
7850,0,1,0,white,S,15350
7851,1,1,0,white,NE,1314
7852,1,1,1,white,S,220
7853,0,1,1,white,W,260
7854,1,1,0,white,MW,38
7855,0,0,0,white,S,1117
7856,1,1,0,white,MW,692
7857,1,0,1,white,W,791
7858,0,1,0,white,S,1748
7859,1,1,0,white,W,1530
7860,0,1,0,white,S,1167
7861,1,1,1,white,W,406
7862,0,1,0,white,W,2850
7863,0,1,0,white,S,12264
7864,0,1,1,white,S,710
7865,0,0,0,white,MW,203
7866,0,1,1,white,W,65
7867,1,1,0,white,S,488
7868,1,0,0,white,MW,640
7869,0,1,0,white,NE,35
7870,0,0,0,black,S,49
7871,0,1,1,white,S,1490
7872,1,1,0,white,S,964
7873,1,1,0,white,W,50
7874,1,1,0,white,MW,296
7875,1,1,0,black,MW,3075
7876,1,1,0,white,MW,410
7877,1,1,0,white,MW,25
7878,1,1,0,white,S,858
7879,1,1,0,white,W,774
7880,0,0,1,white,W,139
7881,1,1,0,white,S,1004
7882,1,1,0,white,S,1032
7883,0,1,0,white,W,937
7884,0,1,0,white,NE,1317
7885,1,1,0,white,S,200
7886,1,1,0,white,S,1510
7887,0,1,0,white,NE,2436
7888,1,1,0,white,MW,677
7889,1,1,0,white,S,20
7890,0,1,0,white,S,364
7891,1,1,0,white,S,2630
7892,0,1,0,white,NE,1084
7893,0,1,1,white,NE,1777
7894,0,1,0,white,NE,678
7895,1,1,1,white,W,1572
7896,1,1,1,white,S,385
7897,0,1,0,asian,MW,211
7898,1,1,0,white,W,212
7899,1,1,0,white,S,7089
7900,1,1,0,white,MW,127
7901,0,1,0,white,MW,84
7902,1,1,0,white,MW,24586
7903,1,1,1,white,S,416
7904,0,1,0,white,MW,734
7905,1,1,0,white,S,12
7906,1,1,0,white,S,914
7907,1,1,0,white,S,4092
7908,0,0,0,white,S,63
7909,0,1,0,white,S,1044
7910,1,1,0,white,MW,79
7911,1,1,0,white,S,46
7912,0,1,0,white,NE,1199
7913,0,1,0,white,MW,2322
7914,0,0,0,black,S,1210
7915,1,1,0,white,S,1514
7916,1,0,0,white,S,375
7917,1,1,1,white,W,714
7918,0,1,0,white,S,1065
7919,0,0,0,white,S,62
7920,0,1,0,white,S,424
7921,0,1,1,white,MW,449
7922,1,1,0,asian,W,648
7923,0,1,0,white,NE,211
7924,1,1,0,white,S,615
7925,1,0,0,white,S,109
7926,1,1,0,white,S,282
7927,0,1,0,white,NE,675
7928,0,1,0,white,W,47
7929,1,0,0,white,W,633
7930,1,1,0,white,S,304
7931,1,1,1,white,MW,6063
7932,1,1,0,white,MW,24967
7933,1,1,0,white,S,413
7934,0,1,0,white,W,36
7935,1,1,1,white,W,8110
7936,1,0,1,white,S,61
7937,0,1,0,white,S,272
7938,1,1,0,white,MW,365
7939,1,1,0,white,S,3692
7940,1,1,0,white,NE,494
7941,0,1,0,white,S,337
7942,0,1,0,white,S,633
7943,0,1,0,white,W,85
7944,0,1,0,white,MW,48
7945,1,1,0,white,NE,3075
7946,0,1,0,white,S,343
7947,1,0,0,white,MW,42
7948,1,1,0,white,MW,133
7949,0,1,0,white,S,253
7950,0,1,0,white,MW,799
7951,1,1,0,white,NE,25
7952,1,1,0,white,S,524
7953,1,1,0,white,S,4249
7954,1,1,0,white,MW,219
7955,1,1,0,white,MW,227
7956,1,0,1,white,S,80
7957,0,1,0,white,S,195
7958,0,1,0,white,S,40
7959,1,1,0,white,W,14
7960,0,1,0,black,S,4481
7961,1,1,0,white,S,541
7962,0,1,1,white,W,5715
7963,1,1,1,white,MW,13
7964,1,1,0,white,NE,15
7965,1,0,1,white,S,16
7966,0,0,1,white,NE,243
7967,1,0,0,white,S,155
7968,1,1,0,white,MW,13
7969,0,1,0,white,W,27
7970,1,1,0,white,S,885
7971,1,1,1,white,W,1045
7972,1,1,0,white,W,2140
7973,1,1,0,white,S,119
7974,1,1,0,white,S,3108
7975,1,1,0,white,NE,204
7976,0,1,1,white,NE,1220
7977,0,1,0,white,S,753
7978,1,1,0,black,NE,269
7979,1,1,0,white,S,384
7980,0,1,1,white,W,20
7981,1,1,0,white,W,138
7982,0,0,0,white,NE,20
7983,1,1,0,white,W,687
7984,1,1,0,white,S,336
7985,0,1,0,white,S,952
7986,0,1,0,white,W,70
7987,1,1,0,white,NE,144
7988,1,1,0,white,S,2102
7989,1,1,0,black,NE,3242
7990,1,1,0,white,S,1599
7991,1,1,0,white,NE,2568
7992,1,1,0,white,MW,21
7993,0,1,0,white,S,239
7994,0,0,0,white,NE,292
7995,1,1,0,white,S,1056
7996,0,1,1,other,MW,36
7997,1,0,1,white,W,152
7998,0,1,0,white,NE,2513
7999,1,1,0,white,S,33923
8000,1,1,0,white,MW,913
8001,1,1,0,white,MW,230
8002,0,1,0,white,S,198
8003,1,1,0,white,S,1426
8004,1,0,0,white,S,143
8005,1,1,1,white,S,101
8006,1,1,0,white,NE,2157
8007,0,1,1,white,S,181
8008,1,1,0,white,MW,28292
8009,1,1,0,white,NE,12607
8010,0,1,0,white,MW,3707
8011,1,1,0,white,S,2464
8012,0,1,0,white,S,185
8013,0,0,0,white,MW,140
8014,1,1,1,white,S,1698
8015,1,1,0,white,S,850
8016,0,1,0,white,W,268
8017,1,1,0,white,MW,242
8018,0,0,0,white,W,234
8019,1,1,0,white,NE,1176
8020,1,1,1,black,S,480
8021,1,1,1,white,W,59682
8022,0,1,1,white,S,1346
8023,0,1,0,white,NE,509
8024,0,1,0,white,NE,31
8025,0,1,0,white,MW,537
8026,1,0,0,white,NE,18
8027,1,1,0,white,MW,9598
8028,1,1,0,white,W,315
8029,1,1,1,asian,NE,7
8030,1,1,1,white,MW,96
8031,0,1,0,white,S,94
8032,0,1,0,white,S,300
8033,1,1,0,white,MW,125
8034,0,1,0,white,S,78533
8035,0,1,0,white,NE,1320
8036,0,1,0,white,S,15
8037,1,1,0,white,MW,147
8038,1,1,0,white,S,285
8039,1,1,0,white,MW,1947
8040,1,0,0,white,MW,2170
8041,0,1,0,white,S,400
8042,1,1,0,white,MW,600
8043,1,1,0,white,S,1998
8044,1,1,0,white,S,587
8045,0,1,0,white,S,2848
8046,1,1,0,white,W,479
8047,0,1,1,white,W,2330
8048,1,1,0,white,MW,171
8049,1,1,0,white,NE,702
8050,1,1,0,white,S,941
8051,1,0,0,white,NE,684
8052,1,1,0,white,MW,216
8053,0,1,0,white,MW,304
8054,1,1,1,white,S,2051
8055,1,1,0,white,MW,1444
8056,1,1,0,white,NE,23
8057,0,0,0,white,S,16
8058,1,1,0,white,W,112
8059,0,1,0,white,NE,1827
8060,1,0,0,white,W,1165
8061,1,1,1,white,MW,420
8062,1,1,0,white,S,3189
8063,0,1,0,white,NE,18
8064,1,1,0,white,NE,1754
8065,1,1,0,black,MW,10
8066,0,1,0,white,W,1562
8067,0,1,0,white,S,18
8068,0,1,1,white,S,1101
8069,0,0,0,white,NE,695
8070,1,0,0,white,S,1723
8071,1,1,0,white,MW,663
8072,1,0,0,white,NE,536
8073,0,0,0,white,MW,503
8074,0,1,0,white,S,46
8075,1,1,1,white,W,237
8076,1,0,0,white,W,226
8077,0,1,0,white,NE,257
8078,1,1,0,white,NE,289
8079,0,1,1,white,MW,913
8080,0,1,1,white,NE,657
8081,1,1,0,other,S,962
8082,0,1,0,white,W,309
8083,0,1,0,white,S,518
8084,1,0,0,black,S,2583
8085,1,1,0,white,W,658
8086,1,0,0,white,MW,657
8087,1,1,0,white,MW,6323
8088,1,0,1,white,MW,3180
8089,0,1,0,white,W,18
8090,0,1,0,white,W,10946
8091,0,1,0,white,MW,574
8092,0,1,0,white,S,3483
8093,1,1,0,white,S,180
8094,1,1,0,white,MW,12872
8095,1,1,0,white,S,355
8096,0,0,0,white,S,116
8097,1,1,1,white,S,259
8098,1,1,0,white,MW,911
8099,1,1,0,white,MW,676
8100,1,1,0,white,S,1757
8101,1,1,0,white,MW,154
8102,1,1,0,white,NE,13665
8103,1,1,0,black,S,2182
8104,0,0,0,black,S,927
8105,1,1,0,white,W,297
8106,0,1,0,white,S,584
8107,1,0,0,white,MW,490
8108,0,1,0,white,S,18
8109,0,1,0,white,S,2087
8110,0,1,0,white,S,11435
8111,1,1,0,black,NE,1672
8112,1,1,1,white,MW,581
8113,1,1,0,white,S,494
8114,0,1,0,white,NE,757
8115,1,0,0,white,MW,2110
8116,0,1,0,white,W,1736
8117,0,1,1,white,MW,258
8118,1,1,1,white,W,1246
8119,0,1,0,white,W,4175
8120,1,1,0,white,W,671
8121,1,0,1,white,W,61
8122,1,1,1,white,S,322
8123,0,1,0,white,NE,4339
8124,0,1,0,white,W,389
8125,1,0,1,white,W,256
8126,1,1,0,white,W,5497
8127,0,1,0,white,S,11717
8128,1,1,0,white,NE,3340
8129,1,1,0,white,S,320
8130,1,1,0,white,MW,11849
8131,0,0,0,black,S,148
8132,1,1,0,white,S,200
8133,0,1,1,white,S,22
8134,1,1,0,white,NE,1168
8135,1,1,1,white,MW,204
8136,1,1,1,white,MW,9252
8137,1,1,0,white,S,551
8138,0,0,1,white,W,62
8139,1,1,0,white,MW,416
8140,1,1,0,white,S,445
8141,1,1,0,white,MW,1152
8142,1,0,1,white,MW,27
8143,1,1,0,white,NE,737
8144,0,1,0,white,W,981
8145,1,1,1,white,S,162
8146,1,0,0,white,S,425
8147,1,1,1,white,NE,3490
8148,0,0,0,white,W,360
8149,1,1,0,white,W,820
8150,1,1,0,white,S,393
8151,1,1,1,white,NE,1235
8152,1,1,0,white,NE,1851
8153,1,1,0,white,MW,89
8154,1,1,1,white,W,209
8155,1,0,0,white,S,1886
8156,0,1,1,white,NE,509
8157,0,1,0,white,NE,26
8158,0,0,0,white,MW,330
8159,1,1,1,white,S,976
8160,1,1,0,white,W,271
8161,1,1,0,white,S,279
8162,0,1,0,white,S,1759
8163,0,0,0,white,W,607
8164,1,0,0,white,MW,414
8165,1,1,0,white,S,670
8166,0,1,0,white,NE,516
8167,1,0,0,white,S,2153
8168,1,1,0,white,S,1938
8169,0,1,0,white,S,2484
8170,1,1,0,white,W,939
8171,0,1,1,white,W,40
8172,1,1,1,white,S,39
8173,0,0,0,white,S,4483
8174,1,0,0,black,S,1858
8175,0,1,0,white,W,139
8176,1,1,0,white,S,9419
8177,0,1,1,white,NE,90
8178,1,1,0,white,NE,1450
8179,1,1,1,white,S,606
8180,1,1,0,white,S,239
8181,1,1,0,white,NE,60
8182,1,1,0,white,S,145
8183,1,1,0,white,S,117
8184,1,1,0,white,W,64
8185,1,1,0,white,NE,241
8186,0,1,0,white,S,3143
8187,1,0,1,white,NE,26
8188,1,0,0,white,NE,828
8189,1,0,1,white,MW,589
8190,0,1,0,white,MW,615
8191,1,1,1,white,W,290
8192,1,1,0,white,MW,491
8193,0,0,0,white,S,294
8194,1,1,0,white,W,3563
8195,0,0,0,white,MW,549
8196,0,1,1,white,S,13
8197,0,0,0,white,MW,344
8198,1,1,0,white,S,222
8199,0,1,0,white,S,1448
8200,0,1,0,white,S,1564
8201,1,1,0,white,MW,26
8202,0,1,0,white,NE,150
8203,1,0,0,white,MW,1167
8204,0,1,0,white,NE,287
8205,1,1,1,white,S,87
8206,1,1,0,white,MW,314
8207,0,0,0,black,MW,178
8208,0,1,0,white,S,761
8209,1,1,0,white,S,570
8210,0,1,0,white,S,90
8211,1,1,1,white,W,956
8212,1,1,0,white,S,199
8213,0,1,1,white,NE,1492
8214,0,0,0,white,W,1009
8215,1,1,0,white,NE,2330
8216,1,1,0,white,MW,1177
8217,0,1,0,white,S,659
8218,0,0,0,white,MW,49
8219,1,1,0,white,MW,4345
8220,1,1,0,white,NE,753
8221,0,1,0,white,S,178
8222,0,1,0,white,S,781
8223,1,1,1,white,MW,136
8224,1,0,0,white,S,138
8225,1,1,0,white,S,319
8226,1,1,0,white,MW,202
8227,1,1,1,white,S,1043
8228,1,1,0,white,NE,1565
8229,1,1,1,white,S,1101
8230,1,0,0,white,S,134
8231,1,1,1,white,NE,57
8232,0,1,0,white,W,117
8233,0,1,0,white,W,2049
8234,0,1,0,white,NE,3555
8235,0,1,0,white,MW,1402
8236,1,1,0,white,S,1377
8237,1,1,1,white,NE,1406
8238,1,1,0,white,W,65
8239,1,1,0,white,W,205
8240,0,0,0,white,S,135
8241,0,1,0,white,MW,399
8242,1,0,1,white,S,718
8243,1,1,0,white,W,5129
8244,0,0,1,white,NE,2432
8245,1,1,0,white,MW,337
8246,0,1,0,white,NE,734
8247,0,1,0,white,MW,385
8248,0,1,1,white,NE,96
8249,0,1,0,white,NE,1537
8250,1,1,1,white,W,241
8251,1,1,0,white,S,6458
8252,0,1,0,white,NE,1193
8253,0,1,0,white,MW,774
8254,1,1,0,white,MW,149
8255,0,1,0,white,W,509
8256,0,0,1,white,S,282
8257,1,0,0,white,MW,84
8258,1,1,0,white,S,899
8259,0,0,0,white,S,413
8260,0,1,0,white,NE,341
8261,0,1,0,white,W,3755
8262,1,1,0,white,NE,69
8263,0,0,1,white,NE,762
8264,0,1,0,white,NE,33
8265,0,0,0,white,MW,26
8266,0,1,1,white,NE,198
8267,0,1,0,white,NE,20
8268,1,0,0,white,S,657
8269,0,1,0,white,S,1285
8270,1,1,0,white,W,66
8271,1,1,0,white,S,2889
8272,0,1,0,white,NE,260
8273,1,1,0,white,NE,5592
8274,1,1,1,white,W,3104
8275,1,1,0,white,S,25
8276,0,0,0,white,MW,1698
8277,1,1,0,white,MW,314
8278,1,1,0,white,NE,59
8279,1,1,0,white,S,69
8280,1,1,0,white,W,11
8281,0,1,0,white,NE,4898
8282,0,1,0,white,NE,2157
8283,0,1,0,white,MW,116
8284,0,1,0,asian,S,1864
8285,1,0,1,white,S,98
8286,1,1,0,white,NE,2344
8287,1,1,0,white,S,63
8288,0,1,0,white,S,35
8289,0,1,0,white,NE,266
8290,0,0,0,white,W,1312
8291,1,1,0,white,NE,998
8292,0,1,0,white,NE,55
8293,0,1,0,white,W,1473
8294,1,1,0,black,S,3078
8295,0,0,0,white,S,222
8296,0,1,0,black,MW,60
8297,1,0,0,white,S,1803
8298,1,1,0,white,S,56
8299,1,1,0,white,S,436
8300,1,1,0,white,S,445
8301,0,1,0,white,W,1821
8302,1,1,1,white,NE,4480
8303,1,1,0,white,MW,40
8304,1,0,0,white,MW,865
8305,1,1,0,white,NE,130
8306,0,1,0,white,W,156
8307,0,1,0,white,NE,1647
8308,0,0,0,white,NE,11
8309,0,1,1,white,S,8451
8310,1,1,0,white,MW,16
8311,0,1,1,black,W,878
8312,0,0,1,white,W,1717
8313,1,1,0,asian,W,246
8314,1,0,1,white,W,308
8315,1,1,0,white,S,10
8316,1,1,1,white,MW,78
8317,1,1,0,white,S,2285
8318,1,1,0,white,MW,138
8319,1,1,0,white,NE,312
8320,0,1,0,white,NE,40
8321,1,1,1,white,W,1076
8322,0,1,0,white,W,26
8323,1,1,1,white,NE,154
8324,1,1,0,white,MW,18
8325,1,1,0,white,NE,1057
8326,1,1,0,black,S,3210
8327,1,1,0,white,S,209
8328,1,1,1,white,S,2379
8329,1,1,1,white,NE,259
8330,0,1,0,white,W,5467
8331,1,1,0,white,MW,849
8332,1,1,0,white,NE,1090
8333,0,1,1,white,W,349
8334,1,0,1,white,W,14
8335,1,1,0,white,S,135
8336,1,1,0,white,MW,67
8337,1,1,0,white,S,180
8338,1,1,0,white,S,389
8339,0,0,1,white,W,64
8340,1,1,0,white,MW,1351
8341,0,1,1,white,S,17
8342,0,1,0,white,NE,2347
8343,1,1,0,white,MW,583
8344,0,1,1,white,W,934
8345,0,1,0,white,MW,775
8346,1,1,0,white,W,3
8347,0,0,0,white,MW,36
8348,0,1,0,white,S,1114
8349,1,1,0,white,S,221
8350,0,1,0,white,S,15817
8351,1,1,0,white,MW,3395
8352,0,1,1,white,NE,1972
8353,1,1,0,white,S,128
