Viewer,Show,Q1_Attentive,Q1_Excited,Q1_Happy,Q1_Engaged,Q1_Curious,Q1_Motivated,Q1_Comforted,Q1_Annoyed,Q1_Indifferent,Q2_Relatable,Q2_Funny,Q2_Confusing,Q2_Predictable,Q2_Entertaining,Q2_Fantasy,Q2_Original,Q2_Believable,Q2_Boring,Q2_Dramatic,Q2_Suspenseful
2934,Living with Ed,2,3,4,3,3,3,2,2,4,2,4,2,2,4,1,4,2,3,2,2
2934,Monarch Cove,4,4,3,4,4,4,2,2,2,4,3,2,3,3,2,2,2,2,2,2
2934,Next,5,5,3,5,5,4,4,1,1,3,5,2,2,5,3,3,3,1,5,5
2934,30 Rock,3,3,3,3,2,3,3,1,1,4,4,1,3,4,1,3,3,1,1,1
2934,Shark,3,3,3,3,3,2,3,1,3,3,2,2,2,4,2,3,2,2,2,2
2936,Living with Ed,5,4,2,4,4,2,2,3,2,2,2,3,2,4,3,5,4,2,4,5
2936,Monarch Cove,5,3,3,5,5,2,4,3,4,3,5,1,3,5,2,4,4,1,3,3
2936,Lisa Williams: Life Among the Dead,3,4,3,2,4,3,2,3,3,4,3,2,3,3,3,4,3,3,3,2
2936,Next,3,4,3,3,4,2,5,3,2,2,3,2,3,3,2,1,4,2,4,3
2936,30 Rock,2,4,4,4,4,4,3,4,4,3,4,2,3,4,2,4,3,2,2,4
2936,Shark,3,4,3,3,4,2,3,5,2,2,2,2,2,4,2,2,2,2,3,3
2937,Friday Night Lights,4,2,4,3,4,4,3,3,1,4,1,3,2,4,1,4,4,2,4,4
2937,Close to Home,4,4,4,4,4,5,4,2,1,4,4,2,3,4,2,3,4,2,4,2
2938,Living with Ed,5,5,5,5,4,5,5,1,5,5,5,2,1,5,5,2,5,1,1,4
2938,The Apprentice: Los Angeles,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,1
2938,The Biggest Loser,2,4,4,3,4,3,4,3,4,3,3,3,2,3,4,3,3,3,2,3
2940,The Biggest Loser,4,4,3,4,3,3,3,1,3,3,4,1,2,5,1,5,5,2,4,2
2944,Lisa Williams: Life Among the Dead,3,3,3,2,3,2,3,3,4,2,3,2,4,3,1,5,5,4,4,3
2944,Shark,3,3,3,3,3,3,3,3,5,3,3,2,4,4,2,3,2,3,3,3
2946,Friday Night Lights,4,3,3,3,4,3,2,1,2,4,4,1,2,4,1,3,4,1,2,2
2946,The War at Home,3,4,3,3,3,3,3,3,3,2,2,2,2,4,2,1,4,1,4,5
2947,Next,4,3,4,4,4,4,4,2,4,3,3,2,3,4,2,4,4,3,4,3
2947,The Biggest Loser,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,3,4
2948,Next,3,2,2,2,3,1,1,2,3,2,3,2,3,3,4,3,2,2,2,2
2949,The Apprentice: Los Angeles,4,4,4,4,4,4,4,2,3,3,2,2,3,3,2,5,4,2,3,3
2949,The Biggest Loser,4,5,4,5,4,5,4,1,2,5,4,1,2,5,1,5,5,2,4,2
2954,Close to Home,4,3,4,2,4,4,4,2,2,3,2,2,2,5,2,4,3,1,4,4
2954,Shark,4,3,4,4,4,4,3,1,2,3,3,2,2,5,3,4,4,2,4,4
2955,Next,4,2,2,2,4,2,2,1,2,3,4,2,3,4,3,3,3,2,3,3
2956,Friday Night Lights,5,5,5,5,5,4,4,2,2,4,4,1,2,5,3,5,4,1,4,5
2956,The War at Home,5,5,5,5,5,5,4,2,3,4,5,2,2,5,3,5,4,2,3,3
2959,Close to Home,5,3,1,5,5,3,3,1,1,3,1,1,5,3,1,1,3,1,5,5
2959,The War at Home,5,3,3,5,5,1,1,1,1,5,5,1,5,5,1,1,5,1,1,1
2959,Shark,3,1,1,3,1,1,1,1,1,3,5,1,5,5,3,1,5,1,1,1
2962,Shark,4,4,4,4,4,2,3,1,1,4,3,1,2,4,3,5,4,1,5,4
2966,Close to Home,4,3,3,4,4,2,3,1,1,3,2,1,3,5,1,3,4,1,5,5
2966,Shark,4,2,3,3,3,3,3,1,2,2,2,1,3,5,1,4,3,1,5,4
2971,Close to Home,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2971,Shark,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2974,The Biggest Loser,4,3,3,4,4,4,3,3,4,3,2,1,3,4,3,4,4,3,3,3
2975,The War at Home,5,5,5,5,5,5,2,1,1,5,5,1,3,5,1,5,5,1,5,1
2977,Friday Night Lights,3,4,3,2,4,4,4,2,1,3,2,1,2,4,1,3,4,3,5,5
2977,The Biggest Loser,4,4,4,4,4,2,3,2,4,3,3,2,2,4,2,3,3,2,4,4
2978,Next,4,4,4,4,5,4,3,3,4,4,3,2,3,3,4,4,2,2,5,4
2978,Close to Home,3,1,2,1,5,1,1,3,1,3,4,1,4,4,1,4,5,3,3,1
2979,Next,2,2,2,2,3,4,3,1,1,4,2,1,5,3,1,2,4,2,2,2
2979,The Biggest Loser,5,3,4,4,5,3,4,2,1,5,1,1,2,5,2,5,4,1,3,4
2981,Next,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2981,Friday Night Lights,4,4,4,4,4,4,4,2,3,4,4,1,1,5,3,4,5,1,4,5
2981,The Biggest Loser,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2985,The Biggest Loser,4,3,3,4,5,5,3,1,2,3,1,3,1,2,3,5,4,2,4,2
2987,Veronica Mars,3,3,3,3,3,3,3,3,3,3,3,2,2,5,5,4,3,1,5,5
2989,Living with Ed,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,4
2989,Monarch Cove,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
2989,Lisa Williams: Life Among the Dead,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4
2989,Next,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,4,4
2989,30 Rock,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
2989,Shark,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
2990,Close to Home,1,1,1,1,1,1,1,1,1,3,3,1,3,4,1,3,3,1,4,3
2991,Veronica Mars,5,5,5,5,5,5,5,1,1,5,5,2,2,5,3,5,5,1,5,5
2994,30 Rock,4,3,3,4,4,2,2,3,3,4,5,2,1,5,2,5,2,1,3,3
2995,30 Rock,3,3,3,3,4,1,3,2,3,2,4,1,2,4,4,4,1,3,2,1
2997,The Biggest Loser,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3
3000,Close to Home,4,3,3,5,4,3,3,1,1,2,2,1,1,5,1,4,4,1,5,5
3000,Shark,4,3,3,5,5,3,3,1,1,2,1,1,1,4,1,4,4,1,4,4
3001,Lisa Williams: Life Among the Dead,3,2,1,3,4,1,4,1,1,1,1,4,4,4,4,4,3,1,1,1
3001,Close to Home,4,1,1,4,1,1,1,1,1,1,1,1,2,4,1,4,3,1,4,4
3001,30 Rock,4,2,2,4,4,4,2,1,1,2,1,1,1,5,1,3,4,1,4,4
3001,Shark,1,1,1,4,1,1,1,1,1,1,3,1,1,4,2,1,2,1,1,1
3003,Shark,5,5,4,4,5,3,4,1,2,4,3,1,1,5,2,5,5,1,4,5
3008,30 Rock,2,2,3,3,3,1,1,2,2,2,4,1,4,4,3,2,3,3,2,1
3011,Close to Home,5,1,2,5,4,2,1,1,1,5,2,1,2,5,1,5,5,1,5,5
3011,Shark,5,3,4,5,5,3,3,1,1,5,3,1,2,5,1,5,4,1,5,5
3013,Friday Night Lights,5,5,5,5,5,4,5,4,2,4,4,1,3,5,1,4,5,1,5,3
3015,30 Rock,4,4,3,4,3,2,2,1,2,4,4,3,2,4,1,5,2,1,3,2
3017,30 Rock,2,3,3,3,2,1,2,1,1,3,4,1,1,4,2,3,3,1,1,1
3018,Friday Night Lights,3,3,3,3,3,3,4,2,3,4,4,2,1,4,2,4,5,1,5,3
3018,The War at Home,3,3,2,3,2,4,4,3,4,2,1,3,4,2,3,3,2,2,2,3
3023,Next,4,4,4,3,4,3,2,4,2,3,2,2,3,4,2,3,3,2,3,4
3023,The War at Home,4,4,3,4,4,2,2,5,3,2,4,3,4,4,2,3,3,3,3,4
3024,Veronica Mars,4,4,3,4,4,4,4,3,2,4,3,3,4,4,3,4,4,2,4,4
3024,Friday Night Lights,3,4,3,3,4,4,4,4,4,3,3,2,3,4,4,4,2,3,4,4
3024,30 Rock,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,2,3,3
3025,Close to Home,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3026,Lisa Williams: Life Among the Dead,3,3,3,3,3,3,3,3,3,2,3,3,2,3,4,3,3,2,2,3
3026,Next,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3026,Veronica Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3026,Friday Night Lights,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3026,Close to Home,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3026,The War at Home,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3027,Close to Home,5,4,4,4,4,4,4,1,1,5,4,1,2,5,4,4,4,1,5,5
3030,Lisa Williams: Life Among the Dead,4,2,3,4,4,3,2,1,1,4,3,1,2,4,2,4,3,1,4,2
3030,Close to Home,4,2,2,4,4,2,2,1,3,2,2,2,2,3,2,4,4,1,4,4
3032,Lisa Williams: Life Among the Dead,5,5,5,5,5,5,5,1,1,5,4,2,1,5,3,5,5,1,5,4
3032,Veronica Mars,4,4,4,4,4,4,4,1,1,4,4,1,1,4,3,3,5,1,4,4
3035,Lisa Williams: Life Among the Dead,5,4,2,5,5,3,4,1,1,3,3,1,4,5,2,3,3,1,5,4
3035,Next,4,4,4,5,4,3,3,1,1,3,4,1,4,5,2,4,4,1,4,2
3035,Friday Night Lights,2,2,2,2,2,2,2,2,2,1,3,1,1,3,1,4,3,1,2,1
3035,Close to Home,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3035,30 Rock,5,5,2,5,5,2,2,1,1,1,1,2,2,3,1,4,2,1,3,2
3035,The War at Home,5,5,3,5,5,3,3,1,1,1,2,1,2,4,3,2,2,1,5,5
3042,Close to Home,5,4,3,5,5,5,3,1,1,4,3,2,3,5,1,4,4,1,4,4
3043,Monarch Cove,3,4,4,3,3,3,4,3,2,4,2,2,2,4,3,4,3,2,4,3
3043,Lisa Williams: Life Among the Dead,3,3,2,3,2,2,2,3,2,3,2,2,2,3,3,4,2,2,4,3
3043,Next,3,2,2,2,3,3,2,2,1,3,2,2,2,4,2,3,2,2,3,3
3048,Living with Ed,3,3,4,3,3,4,4,3,4,4,4,1,4,5,2,3,4,1,3,4
3048,Monarch Cove,5,4,4,5,4,4,4,2,4,5,5,1,3,4,3,4,5,2,4,3
3048,Lisa Williams: Life Among the Dead,3,3,3,3,3,3,3,2,3,5,5,2,5,4,4,4,5,2,4,5
3048,Next,4,4,5,3,5,4,4,1,3,3,4,2,4,5,3,4,4,2,5,4
3048,Veronica Mars,4,4,5,4,3,5,5,2,3,5,5,3,3,4,4,5,5,2,4,3
3048,30 Rock,4,4,3,5,4,4,4,4,5,4,5,2,4,4,3,5,3,2,4,3
3051,The War at Home,4,4,4,4,4,3,3,1,2,4,5,2,1,5,5,4,4,1,4,4
3054,The War at Home,3,2,4,3,4,2,2,2,3,4,5,3,3,4,2,4,4,2,4,4
3056,Living with Ed,3,4,4,4,3,3,3,4,4,4,3,4,4,3,3,4,3,4,4,3
3056,Monarch Cove,4,4,3,4,3,4,3,4,3,3,3,3,4,4,3,4,4,4,3,4
3056,Veronica Mars,3,3,4,4,4,3,4,3,4,3,3,4,3,4,3,4,4,4,4,3
3056,30 Rock,3,4,4,3,4,3,3,4,4,4,3,4,3,4,3,3,4,4,4,3
3056,The War at Home,3,3,3,4,3,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4
3062,Next,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3062,Friday Night Lights,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
3067,Friday Night Lights,3,1,1,3,1,2,1,1,1,3,1,1,3,3,1,3,3,1,3,1
3069,Living with Ed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3069,Lisa Williams: Life Among the Dead,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3076,Veronica Mars,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,4,2,3,2,3
3078,Living with Ed,4,3,5,4,4,3,3,1,2,5,5,1,4,4,4,4,4,1,5,4
3078,Lisa Williams: Life Among the Dead,4,4,4,4,4,4,1,1,3,4,4,4,3,5,4,3,2,1,4,4
3078,Next,4,5,4,5,4,4,1,1,1,4,4,1,2,4,4,4,3,1,4,4
3078,Veronica Mars,4,5,4,5,5,2,1,1,1,5,4,1,1,5,1,1,4,1,5,4
3078,Friday Night Lights,5,3,3,3,3,2,1,1,3,4,2,1,3,3,3,4,3,1,5,5
3078,30 Rock,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3080,Friday Night Lights,3,2,1,3,3,3,1,4,2,4,2,1,2,3,2,3,3,2,4,3
3092,30 Rock,4,4,4,5,5,3,3,3,2,4,4,2,3,5,3,5,4,2,3,4
3093,Living with Ed,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3093,Monarch Cove,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3093,Veronica Mars,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
3093,The War at Home,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1
3098,Veronica Mars,4,3,3,4,4,2,1,1,2,1,3,2,2,4,1,3,2,1,4,3
3101,Living with Ed,5,3,4,4,5,4,3,3,4,4,5,1,2,5,1,5,5,2,2,2
3101,Lisa Williams: Life Among the Dead,2,3,4,4,3,3,3,2,3,3,4,3,4,4,4,3,3,3,4,3
3101,Next,4,4,3,4,4,3,4,2,4,3,4,1,4,4,2,3,4,3,3,4
3101,Friday Night Lights,4,5,5,5,4,4,4,1,1,4,4,2,2,4,1,3,4,1,4,2
3110,Veronica Mars,5,5,5,5,5,5,5,1,1,5,5,1,3,5,3,5,5,1,5,5
3114,Next,3,1,1,1,5,1,1,1,5,1,5,1,5,3,2,1,3,3,3,2
3123,Living with Ed,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3123,Monarch Cove,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3123,Lisa Williams: Life Among the Dead,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3123,Next,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3123,The War at Home,5,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4
3125,Living with Ed,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4
3125,Monarch Cove,4,3,3,4,3,4,3,3,4,4,3,4,3,3,1,4,4,3,4,3
3125,Lisa Williams: Life Among the Dead,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4
3125,Next,4,4,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,3,4
3125,Veronica Mars,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4
3125,The War at Home,4,4,4,5,3,4,4,4,3,4,3,4,3,3,4,3,4,4,4,4
3127,The War at Home,4,4,4,4,2,3,2,1,3,4,4,2,3,4,2,4,4,2,3,2
3132,Veronica Mars,4,4,4,4,3,3,3,2,3,3,2,2,3,4,2,4,3,2,4,3
3132,The War at Home,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3140,Next,4,4,4,4,4,3,4,4,5,5,4,4,3,5,3,5,5,4,3,2
3154,Lisa Williams: Life Among the Dead,3,3,3,3,4,3,3,1,1,3,1,1,3,4,2,4,3,1,2,4
3164,Next,3,2,3,2,3,1,2,4,4,2,3,1,5,3,2,3,2,2,3,1
3175,Living with Ed,3,4,4,4,4,4,3,2,3,3,4,2,4,4,4,4,4,2,4,3
3179,Next,3,3,3,3,3,3,3,3,3,4,3,2,3,4,4,3,4,3,4,4
3195,Veronica Mars,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4
3197,Next,1,2,1,1,3,1,1,3,1,1,3,1,2,3,1,4,3,2,2,1
3207,Lisa Williams: Life Among the Dead,5,5,4,5,5,4,4,2,1,4,3,1,3,5,2,4,5,1,4,4
3211,Next,4,2,2,4,5,2,2,2,3,2,4,1,3,4,3,3,1,2,2,2
3215,Next,4,3,4,4,5,3,3,4,3,3,5,3,3,5,4,5,3,2,3,3
3216,Next,2,2,2,2,3,1,1,4,4,3,4,1,3,4,1,4,3,3,2,2
3233,Veronica Mars,4,4,4,4,4,4,4,4,4,3,3,1,3,3,3,2,3,1,2,3
3249,Living with Ed,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3249,Monarch Cove,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5
3249,Lisa Williams: Life Among the Dead,5,5,5,5,1,5,5,1,5,1,5,1,5,5,5,5,5,1,5,5
3249,Next,5,5,5,5,1,5,5,1,1,5,5,1,5,5,5,5,5,1,5,5
3249,Veronica Mars,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,1,5,5
3251,Living with Ed,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5
3251,Monarch Cove,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5
3251,Lisa Williams: Life Among the Dead,5,5,5,5,5,5,5,1,5,4,4,1,4,4,4,5,5,1,5,4
3251,Next,5,5,5,5,5,5,5,1,5,4,4,1,4,5,4,4,4,1,4,4
3251,Veronica Mars,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,1,4,4
3253,Next,5,3,3,4,5,2,2,3,4,2,5,2,5,5,5,2,1,2,2,1
3254,Next,3,4,4,4,3,2,3,3,3,3,2,3,3,4,3,4,2,3,3,2
3262,Next,4,4,4,4,4,4,3,2,2,4,5,1,1,5,4,4,3,1,3,4
3266,Living with Ed,5,4,5,4,5,5,3,1,1,4,5,1,2,5,2,5,4,2,2,2
3277,Lisa Williams: Life Among the Dead,5,4,4,5,5,3,3,1,1,4,3,1,1,5,3,5,5,1,5,3
3283,Living with Ed,4,4,5,4,5,4,4,5,5,3,4,2,4,4,5,5,5,3,4,4
3283,Monarch Cove,5,4,3,3,4,4,5,2,3,4,4,1,4,4,5,3,4,3,4,3
3283,Lisa Williams: Life Among the Dead,4,4,5,4,5,5,4,2,4,4,4,2,5,4,4,4,4,3,4,4
3283,Next,4,4,5,4,4,4,3,2,4,4,4,2,4,4,4,4,4,4,4,4
3283,Veronica Mars,4,4,4,4,4,4,4,3,4,5,4,2,4,4,4,4,5,3,4,4
3292,Next,3,3,3,3,3,3,3,3,3,3,5,1,4,5,2,4,5,2,3,1
3296,Next,3,3,3,3,4,3,3,3,3,3,3,2,4,4,3,3,3,2,3,3
3296,My Super Sweet 16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
3296,American Chopper,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3296,Veronica Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
3296,Shark,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3
3299,Project Runway,5,4,5,5,4,3,3,1,1,4,3,1,2,5,5,5,4,1,5,4
3299,Smallville,5,4,3,5,5,3,3,1,1,4,1,2,2,5,5,5,3,1,5,4
3299,CSI: Crime Scene Investigation,5,4,5,5,5,3,5,1,1,4,3,1,2,5,5,4,4,1,5,5
3299,Heroes,4,2,4,5,5,3,3,1,1,3,3,1,5,5,4,5,4,2,5,4
3301,Top Chef,4,4,3,4,4,4,3,3,2,3,2,3,3,4,4,4,3,2,4,4
3301,Iron Chef America,4,4,4,4,4,4,4,2,2,4,4,2,2,4,2,4,4,2,3,3
3301,Project Runway,4,4,3,4,4,4,3,3,3,4,4,2,3,4,3,4,4,3,3,4
3301,House Hunters,4,4,3,4,4,3,2,2,2,3,3,3,3,4,3,4,4,3,4,4
3301,American Chopper,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4
3301,Cops,4,4,3,4,4,4,1,4,2,4,2,3,3,4,2,4,4,2,4,4
3303,Monk,5,4,4,4,4,5,4,1,1,3,4,1,2,4,3,5,4,1,4,5
3303,30 Rock,4,4,4,4,5,4,4,1,1,3,4,1,3,4,4,4,4,1,4,4
3303,The Unit,5,5,5,5,4,4,4,1,1,3,5,1,3,5,2,5,4,1,3,5
3303,The Biggest Loser,4,4,4,5,5,4,4,1,4,4,3,2,4,4,3,5,5,1,5,4
3303,Two and a Half Men,5,4,3,5,5,4,4,1,1,4,2,1,4,4,3,4,3,1,5,4
3303,Grey's Anatomy,5,5,5,5,5,5,5,1,1,3,5,1,3,5,3,5,5,1,2,5
3304,Iron Chef America,4,3,1,4,4,1,2,1,3,1,3,1,1,5,1,5,5,1,4,4
3304,Trading Spaces: All Stars,5,2,1,5,5,3,4,1,4,1,2,3,1,5,1,4,2,2,5,4
3304,What Not to Wear,5,5,5,5,5,5,4,1,1,5,5,1,1,5,1,5,5,1,3,1
3304,Cops,5,4,4,5,5,3,1,1,3,1,5,3,1,5,1,5,5,1,3,5
3304,Law and Order: Criminal Intent,5,4,4,5,4,4,4,1,2,5,5,4,1,5,1,5,5,1,3,3
3304,Cold Case,5,5,3,5,5,2,3,1,3,1,3,3,1,3,1,5,5,1,5,5
3305,Trading Spaces: All Stars,4,2,3,3,3,3,2,1,1,3,3,1,1,4,1,4,3,1,1,2
3305,Project Runway,4,2,3,3,2,2,2,1,2,2,4,1,1,4,1,4,3,1,1,1
3305,Next,3,2,2,3,3,2,2,1,2,1,3,1,1,3,2,3,2,1,1,1
3305,My Super Sweet 16,4,3,2,3,1,2,1,1,1,1,2,1,2,4,1,3,5,1,4,2
3305,What Not to Wear,3,2,2,3,2,1,2,3,1,1,2,1,1,3,1,4,3,1,1,1
3305,Cops,3,2,2,3,3,2,2,1,1,4,3,1,2,4,1,4,4,1,1,2
3307,Top Chef,4,4,4,4,4,4,3,1,2,4,4,2,3,4,2,4,5,2,4,4
3307,Iron Chef America,5,4,3,4,5,4,2,2,2,5,3,3,3,4,3,4,4,2,3,3
3307,Trading Spaces: All Stars,4,4,3,4,5,3,2,2,2,2,2,3,3,4,2,4,5,2,3,4
3307,Project Runway,4,3,3,4,5,3,4,2,2,3,3,2,4,4,4,4,3,2,4,4
3307,What Not to Wear,3,3,4,3,4,3,4,2,3,4,3,2,4,4,4,4,3,3,3,2
3307,Cold Case,4,4,4,4,5,3,3,2,2,3,3,2,3,4,4,3,4,3,4,3
3308,Cops,5,5,3,4,4,2,2,2,1,2,3,2,2,5,3,5,4,1,5,5
3308,The Unit,4,3,2,4,4,1,2,1,1,1,3,1,3,4,3,4,4,1,4,4
3308,Ugly Betty,3,4,4,2,2,4,2,2,2,2,4,2,2,4,4,4,2,2,3,2
3308,Two and a Half Men,4,4,4,4,4,4,5,4,1,5,4,1,1,5,5,5,5,1,4,5
3308,Dancing with the Stars,4,5,5,4,5,4,4,1,1,2,5,2,1,5,5,5,2,1,1,2
3309,Top Chef,3,3,3,4,5,3,3,1,3,3,4,1,3,4,2,4,3,3,4,4
3309,Iron Chef America,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3309,House Hunters,3,3,4,4,4,2,2,3,3,3,3,2,3,4,3,3,3,3,3,3
3309,American Chopper,4,3,3,4,5,3,3,2,3,3,3,3,3,3,3,5,3,2,3,3
3309,The War at Home,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3310,Cops,3,3,3,3,2,3,4,2,3,3,2,2,2,4,3,3,4,2,2,3
3310,Law and Order: Criminal Intent,2,3,2,3,4,3,3,3,3,3,1,1,2,3,1,3,3,1,4,1
3310,Dancing with the Stars,3,3,2,3,3,4,2,3,3,4,4,2,3,4,3,4,3,2,4,3
3310,CSI: Crime Scene Investigation,3,3,3,3,5,3,3,3,3,3,3,3,3,4,4,5,4,3,3,3
3311,Iron Chef America,4,4,4,4,4,4,4,1,1,4,4,1,2,5,1,4,4,1,4,4
3311,Trading Spaces: All Stars,4,3,3,3,3,3,3,2,2,4,3,1,2,4,2,4,4,2,4,4
3311,House Hunters,4,4,4,4,4,4,4,1,2,3,4,1,1,4,1,4,5,1,3,3
3311,What Not to Wear,4,3,4,4,3,3,3,3,1,3,4,2,2,4,1,4,4,2,4,4
3314,Trading Spaces: All Stars,5,4,4,4,4,3,2,2,1,4,4,2,3,5,4,4,3,1,5,4
3314,What Not to Wear,5,4,3,5,5,5,3,1,1,5,4,2,3,5,2,4,5,2,3,3
3314,Smallville,5,3,3,4,5,2,3,2,2,3,2,2,3,4,2,3,5,1,5,5
3314,Law and Order: Criminal Intent,5,3,3,5,5,4,1,1,1,5,4,1,4,5,3,4,4,1,3,3
3314,Cold Case,5,3,3,5,5,3,3,1,2,3,4,2,3,5,1,5,4,1,4,5
3314,Lost,4,3,3,5,5,3,2,4,4,3,3,5,3,5,5,5,3,2,3,4
3315,Smallville,3,1,1,2,2,1,1,3,1,2,2,3,3,3,2,3,3,4,3,2
3315,Cops,4,1,1,2,3,1,1,1,1,3,1,3,2,3,3,3,3,1,3,3
3315,Law and Order: Criminal Intent,2,1,1,1,1,1,1,1,2,3,3,2,3,2,4,2,2,2,3,1
3315,Cold Case,3,1,2,1,1,1,1,1,1,2,1,1,2,3,5,3,1,1,3,2
3315,My Name is Earl,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2
3316,Top Chef,3,4,3,4,3,3,3,3,3,3,2,1,1,5,1,4,4,1,4,4
3316,Iron Chef America,3,3,3,3,4,4,3,3,3,3,3,3,4,2,4,2,4,3,1,1
3316,Trading Spaces: All Stars,3,3,4,4,4,3,4,3,3,3,2,2,2,2,3,3,3,2,2,2
3316,What Not to Wear,4,4,3,3,4,4,3,3,3,4,4,3,3,4,3,4,4,2,1,3
3316,The Unit,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4
3316,Shark,4,4,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,4,3,3
3318,Cold Case,4,2,2,4,4,2,2,2,2,4,1,2,3,4,1,3,4,2,4,3
3318,My Name is Earl,1,1,4,3,1,1,1,1,1,2,5,2,2,5,2,4,3,2,2,2
3318,Two and a Half Men,4,1,1,4,4,4,1,1,1,4,2,2,3,2,2,4,4,2,5,5
3318,Lost,4,4,1,4,4,4,1,1,1,5,1,1,1,5,2,5,5,1,5,5
3318,CSI: Crime Scene Investigation,5,5,1,5,5,5,2,1,1,3,1,4,1,5,5,5,3,1,5,5
3320,Trading Spaces: All Stars,4,3,3,3,4,2,2,2,4,2,3,2,2,4,2,3,2,2,3,4
3320,Las Vegas,4,4,3,5,5,2,2,2,2,3,2,2,2,5,1,4,5,2,5,5
3320,Law and Order: Criminal Intent,4,3,3,4,4,3,3,3,4,2,3,3,3,4,2,5,3,4,3,4
3320,The Unit,4,2,2,4,4,2,2,2,3,3,2,2,2,4,1,4,4,2,4,4
