statenum	year	popul	lpc_viol	lpc_prop	lpc_murd	efamurd	efaviol	efaprop	xxprison	xxpolice	xxunemp	xxincome	xxpover	xxafdc15	xxgunlaw	xxbeer
27	78	782	.8691616	3.608842	-3.024269				-.2215215	.8705867	.063	9.814651			0	
27	79	787	.8059766	3.745024	-3.171721				-.1397619	.8480283	.05125	9.778626			0	
27	80	787	.7934121	3.864694	-3.234241				-.1001503	.8681357	.06208	9.743379	13.2		0	
27	81	795	.9245583	3.860293	-3.382505				-.0642844	.9068434	.07008	9.757294	13.1		0	
27	82	804	.8064981	3.711872	-3.255612				.040671	.8931316	.08633	9.73567	17		0	
27	83	814	.7579544	3.795075	-3.300763				.1282313	.8584297	.08875	9.74816	15.1		0	
27	84	821	.8691557	3.791251	-3.127004				.1015449	.8596814	.07433	9.74522	13.8		0	29.4
27	85	822	.7395013	3.775498	-2.840539	.0007815	.0084511	.0337917	.1605682	.8258408	.0765	9.729407	16	7296.959	0	27.8
27	86	814	.4596616	3.772309	-3.523906	.0013035	.0135474	.0526381	.3173472	.8735407	.08117	9.774853	16.5	7276	0	27.4
27	87	805	.4182199	3.800043	-3.194335	.0035273	.0250268	.0881191	.3110554	.8570779	.07433	9.778117	18	7003.637	0	27.2
27	88	800	.2120826	3.729241	-3.640089	.0085824	.0468315	.1487174	.4050509	.8366827	.0675	9.765144	14.6	6983.918	0	27.6
27	89	800	.1559348	3.666282	-3.549118	.0182459	.0787575	.228542	.463734	.8103745	.05942	9.81518	15.6	6406.978	0	27.2
27	90	801	.4632707	3.768692	-3.022299	.0384161	.1250027	.3281289	.5068176	.8225294	.05742	9.80227	16.3	5548.885	0	27.8
27	91	807	.3366492	3.558953	-3.648801	.0732655	.1888944	.4501688	.5760661	.833289	.069	9.83213	15.4	5788.154	1	28
27	92	822	.5324871	3.79256	-3.533687	.1227515	.267872	.5904917	.6051214	.9005542	.067	9.838708	13.7	5752.575	1	27.7
27	93	839	.5736493	3.831358	-3.513335	.1875331	.3594261	.7399867	.6329787	.9799165	.06	9.870498	14.9	5671.657	1	26.2
27	94	856	.5715602	3.879852	-3.420066	.2679797	.4658152	.8960478	.6079761	.8987359	.051	9.8719	11.5	5597.604	1	26.6
27	95	868.522	.5357035	3.940242	-3.508696	.3652342	.587195	1.057886	.7230688	.8810993	.059	9.891279	15.3	5329.223	1	26.5
27	96	876.656	.4787701	3.771435	-3.249754	.4773132	.7166105	1.21528	.7220601	.9321433	.053	9.90176	17	4703.762	1	26.7
27	97	879	.2782521	3.755762	-3.041115	.5998999	.8506078	1.36305	.8606374	.9601924	.054	9.886044	15.6	5728.103	1	27
27	98	880												5897.892	1	
27	99	882.779														
28	66														0	
28	67														0	
28	68														0	
28	69														0	
28	70	1489													0	
28	71	1508													0	
28	72	1519	.5519688	3.204848	-3.541618						.02135	9.746475			0	
28	73	1530	.6252042	3.275787	-3.12833				-.4661926	.6494133	.02059	9.835299			0	
28	74	1539	.8763888	3.438108	-3.331555				-.4192857	.6332167	.028	9.766387			0	
28	75	1543	.9490597	3.51534	-3.151829				-.3919121	.6472767	.04149	9.797554			0	
28	76	1551	.7455842	3.513267	-3.539993				-.2097853	.6996071	.03338	9.787974			0	
28	77	1557	.692826	3.506674	-3.239642				-.1734634	.7024525	.03723	9.801126			0	
28	78	1564	.6453476	3.482105	-3.504854				-.1927807	.7623113	.03017	9.879457			0	
28	79	1567	.8194733	3.633362	-3.182531				-.2305237	.7344806	.03158	9.847173			0	
28	80	1570	.80511	3.70496	-3.124724				-.2726918	.8036	.0405	9.772381	13		0	
28	81	1579	.5943795	3.685978	-3.472727				-.1131758	.7747565	.04133	9.81427	14		0	
28	82	1582	.8335685	3.619169	-3.932458				-.0667787	.7850547	.06083	9.799478	13.6		0	
28	83	1584	.7862166	3.583308	-3.630039				.0012634	.7977805	.05692	9.802988	15.3		0	
28	84	1589	.825301	3.498204	-3.381876				-.0210534	.8036083	.044	9.853516	13.3		0	25.4
28	85	1585	.8799278	3.556051	-3.518192	.0012407	.0132935	.0528098	-.0139419	.8130956	.05467	9.875531	14.8	7545.155	0	24.6
28	86	1574	.9805115	3.596738	-3.449353	.0019956	.0204073	.0783224	.0892696	.8308496	.0505	9.896881	13.6	7228.444	0	24.5
28	87	1567	.9381309	3.675598	-3.349585	.0069091	.0418822	.138427	.2162584	.82648	.04933	9.899986	11.9	6865.407	0	24.8
28	88	1571	1.023966	3.673937	-3.299025	.0132829	.0681059	.2081958	.225311	.8446048	.0355	9.935325	10.3	6680.271	0	24.3
28	89	1575	1.050489	3.663366	-3.673131	.0313501	.1187408	.3224469	.273902	.8555388	.03092	9.941367	12.8	7032.049	0	24.1
28	90	1581	1.19233	3.657559	-3.604613	.0629968	.1802055	.4420254	.3690426	.8470257	.02142	9.968171	10.3	6837.658	0	25.2
28	91	1590	1.209617	3.695633	-3.420246	.1145281	.2642947	.5854537	.368746	.8372174	.027	9.965081	9.5	6905.166	0	24.6
28	92	1601	1.251781	3.685846	-3.158876	.1855077	.3610524	.7383796	.4142316	.9082078	.03	9.99833	10.3	7278.119	0	24.2
28	93	1607	1.221246	3.631772	-3.23899	.2697132	.4597555	.8691267	.4193183	.8596246	.026	9.996415	10.3	7739.448	0	24.3
28	94	1623	1.359759	3.701523	-3.460206	.3664768	.5704446	1.003477	.4286337	.9074151	.029	10.02996	8.8	6844.463	0	24.7
28	95	1635.14	1.341332	3.729835	-3.528284	.4757558	.6839206	1.123871	.5130413	.9245132	.026	10.03178	9.6	6404.417	0	24.1
28	96	1647.66	1.472224	3.691966	-3.535908	.5823058	.7970263	1.234613	.6438572	.9462079	.029	10.07806	10.2	5996.237	0	24.4
28	97	1657	1.47806	3.649443	-3.500741	.6971566	.9112695	1.340433	.6869636	.9430841	.026	10.06976	9.8	6247.026	0	24.4
28	98	1661												6168.615	0	
28	99	1666.03														
29	66														0	
29	67														0	
29	68														0	
29	69														0	
29	70	493													0	
29	71	510													0	
29	72	547	1.42044	3.955524	-2.041769						.063	9.944233			0	
29	73	569	1.706504	4.066696	-2.139188				.1663507	1.286403	.05588	9.980632			0	
29	74	597	1.879376	4.227921	-1.949266				.2735226	1.246467	.07293	9.928623			0	
29	75	620	1.86882	4.267823	-2.085914				.2939438	1.260154	.09373	9.915459			0	
29	76	647	1.874059	4.273829	-2.223851				.3131612	1.283172	.08852	9.955231			0	
29	77	678	1.936809	4.21145	-1.913977				.3956281	1.274387	.07165	10.0006			0	
29	78	719	1.969473	4.232674	-1.952888				.5575065	1.29727	.04283	10.06987			0	
29	79	765	2.037052	4.295586	-1.827691				.6299985	1.18601	.05	10.05607			0	
29	80	800	2.211566	4.375065	-1.609438				.716404	1.206323	.06258	10.03425	8.3		0	
29	81	848	2.189728	4.339677	-1.745668				.8323655	1.380339	.0715	10.00596	10.5		0	
29	82	882	2.085094	4.260922	-1.9947				.9144022	1.317975	.10133	9.956868	7.8		0	
29	83	902	1.867529	4.089733	-2.068416				1.138254	1.297736	.09883	9.963725	9.8		0	
29	84	925	1.822979	4.067779	-2.244826				1.262534	1.246726	.078	9.994218	10.5		0	35.1
29	85	951	1.881862	4.062906	-2.293166	.0017522	.0196318	.0804081	1.32729	1.18388	.07925	10.02568	14.4	5212.113	0	35.7
29	86	981	1.954032	4.001608	-2.092782	.0030785	.0324513	.1274131	1.377581	1.154173	.06025	10.06373	8.1	5231.111	0	37.2
29	87	1023	1.924027	4.02301	-2.487844	.009227	.0634818	.2208095	1.53453	1.185454	.063	10.07728	10.4	5298.804	0	37.7
29	88	1075	2.040918	4.024155	-2.270546	.018321	.1057591	.343401	1.466563	1.169515	.0515	10.09819	8.6	5552.432	0	39.3
29	89	1137	1.809917	4.010478	-2.525289	.0438401	.1882781	.5483948	1.513029	1.145259	.04992	10.12983	10.8	5664.706	0	40.4
29	90	1219	1.779101	3.986337	-2.352196	.0905999	.3013831	.800355	1.503198	1.16784	.04958	10.12119	9.8	5405.688	0	40.2
29	91	1288	1.909428	4.026114	-2.136965	.1700228	.4550137	1.099698	1.473818	1.171117	.055	10.10557	11.4	5415.817	0	37.7
29	92	1336	1.934619	4.001833	-2.220702	.2922734	.650295	1.44418	1.508725	1.129698	.066	10.1271	14.4	5434.753	0	36.4
29	93	1389	2.169321	3.971215	-2.266526	.454264	.8790283	1.807675	1.510213	1.161934	.072	10.13713	9.8	5494.417	0	35.1
29	94	1457	2.304436	4.038755	-2.148336	.6537092	1.141986	2.19407	1.485915	1.227242	.062	10.16239	11.1	5120.083	0	35.1
29	95	1525.78	2.248952	4.034201	-2.236509	.8968936	1.43405	2.578674	1.56853	1.260868	.054	10.18081	11.1	4838.373	1	34.3
29	96	1596.48	2.097535	3.951608	-1.981926	1.167553	1.748404	2.949182	1.634948	1.263154	.054	10.20678	8.1	4131.683	1	35.2
29	97	1677	2.077875	3.963813	-2.193653	1.471713	2.069971	3.282669	1.638163	1.266685	.041	10.18646	11	4390.881	1	34.4
29	98	1744												3577.41	1	
29	99	1809.25														
30	66														1	
30	67														1	
30	68														1	
30	69														1	
30	70	742													1	
30	71	758													1	
30	72	781	-.464131	2.94592	-4.095626						.0488	9.736376			1	
30	73	801	-.2104282	3.099744	-3.852648				-1.179936	.6678622	.04663	9.774945			1	
30	74	816	-.0991164	3.408686	-3.37221				-1.061843	.7711712	.05938	9.747308			1	
30	75	829	-.0158058	3.466904	-3.542166				-1.315343	.7479881	.09128	9.718851			1	
30	76	845	-.1754811	3.534887	-3.4435				-1.198759	.7641485	.0646	9.777043			1	
30	77	870	.0984401	3.580801	-3.472656				-1.225908	.7798133	.05868	9.806763			1	
30	78	892	.1486906	3.652142	-4.308559				-1.379421	.790545	.03917	9.853168			1	
30	79	909	.3113277	3.768491	-3.767823				-1.148019	.8183762	.03083	9.865933			1	
30	80	921	.5848871	3.804561	-3.689966				-1.056603	.8738172	.04683	9.860694	7		1	
30	81	937	.3835257	3.729505	-3.546846				-1.038563	.7883586	.05017	9.867043	7.6		1	
30	82	948	.2248299	3.61527	-3.809832				-.8562313	.8089123	.0745	9.876245	10.3		1	
30	83	958	.2252291	3.476475	-3.920409				-.7562802	.8871791	.05417	9.940468	8.1		1	
30	84	977	.2917679	3.402459	-4.581902				-.6931472	.8277219	.04225	10.00683	7.1		1	35.6
30	85	997	.3430418	3.438571	-3.860228	.0008557	.0098634	.0411439	-.5197359	.8500722	.03917	10.06133	6	10374.59	1	35.7
30	86	1025	.3350775	3.464729	-3.796954	.0016229	.0174349	.0693925	-.3782559	.8302454	.02842	10.12613	3.7	10272	1	34.7
30	87	1054	.4054651	3.475472	-3.494612	.00475	.03398	.1202252	-.2705931	.905501	.0255	10.14629	4.8	10275.07	1	34.7
30	88	1083	.403925	3.474212	-3.768615	.008803	.0542608	.1804852	-.1953087	.9613693	.02508	10.17227	6.7	9543.243	1	34.1
30	89	1105	.5234157	3.536292	-3.424082	.0222124	.098535	.2906721	-.0609132	1.011517	.03433	10.15991	7.7	9180.73	1	33.3
30	90	1109	.2742926	3.559487	-3.966691	.0454038	.1584145	.4291332	.0537338	1.007396	.05708	10.12278	6.3	8305.428	1	32.9
30	91	1108	.1735588	3.502398	-3.321432	.0871931	.2452146	.6039705	.1907023	1.019521	.072	10.11431	7.3	7514.446	1	32.9
30	92	1115	.2254727	3.382427	-4.126238	.1537043	.357407	.8101129	.32467	.7865685	.075	10.12097	8.6	7405.249	1	32.2
30	93	1125	.3204719	3.320421	-3.890044	.244578	.4891123	1.024522	.4660721	.808236	.066	10.11176	9.9	6912.332	1	32.4
30	94	1137	.1552808	3.267356	-4.26356	.3589076	.6372967	1.241876	.4560174	.7953026	.046	10.15647	7.7	6632.231	1	31
30	95	1145.6	.1371439	3.237209	-3.999165	.4990676	.8076618	1.47576	.5751992	.7854946	.04	10.21322	5.3	6334.295	1	31
30	96	1160.77	.1679163	3.298872	-4.061105	.6471065	.9788203	1.681445	.5641908	.7755471	.042	10.22895	6.4	5636.04	1	31.1
30	97	1173	.1241095	3.229392	-4.294731	.8199226	1.172555	1.904572	.5789497	.8574152	.031	10.23085	9.1	5588.394	1	31.3
30	98	1186												5491.807	1	
30	99	1201.13														
31	66														0	
31	67														0	
31	68														0	
31	69														0	
31	70	7197													0	
31	71	7305													0	
31	72	7335	1.324325	3.549849	-2.724545						.05767	9.95596			0	
31	73	7333	1.369552	3.612192	-2.597521				-.3289207	1.080267	.05583	9.984157			0	
31	74	7332	1.394444	3.776685	-2.691414				-.3139806	1.0909	.06325	9.963087			0	
31	75	7338	1.415272	3.853783	-2.686213				-.3399425	1.158477	.10242	9.942484			0	
31	76	7340	1.37764	3.912227	-2.960923				-.2557631	1.191052	.10425	9.975775			0	
31	77	7337	1.365081	3.853691	-2.889418				-.2313515	1.186838	.09383	10.00368			0	
31	78	7351	1.440021	3.864527	-2.91614				-.2628687	1.232087	.07175	10.0372			0	
31	79	7367	1.607046	3.969182	-2.722681				-.2915439	1.274695	.06925	10.03719			0	
31	80	7365	1.795892	4.056815	-2.681918				-.2796155	1.247455	.07208	10.03114	9		0	
31	81	7407	1.840762	4.01542	-2.614915				-.2451074	1.346653	.07292	10.03453	10		0	
31	82	7431	1.804883	3.926627	-2.735471				.0588521	1.338172	.08975	10.045	12.2		0	
31	83	7468	1.710332	3.830874	-2.929421				.2533906	1.328292	.07858	10.0885	10.9		0	
31	84	7515	1.663417	3.767635	-2.928204				.3077328	1.305702	.06167	10.14359	10.1		0	21.5
31	85	7566	1.694094	3.817172	-2.922607	.0021601	.0238941	.0970366	.4595533	1.266938	.05667	10.17251	8.3	12459.43	0	21.4
31	86	7622	1.744546	3.843229	-2.949833	.003688	.0386982	.1514321	.5274199	1.296359	.05042	10.21927	8.9	12174.22	0	21.5
31	87	7671	1.688415	3.854625	-3.084416	.0101949	.0715421	.2494829	.5968854	1.315773	.04042	10.24894	8.3	11841.68	0	21.5
31	88	7712	1.763729	3.853846	-2.93194	.0226593	.1254576	.3980542	.7332023	1.320512	.03808	10.29164	6.2	10931.35	0	20.9
31	89	7726	1.807915	3.842989	-2.975996	.0504858	.2137984	.6124343	.7866639	1.326206	.04083	10.30622	8.2	10704.34	0	20.5
31	90	7739	1.86689	3.869992	-2.885602	.106841	.3438968	.8891728	.9226901	1.332416	.04975	10.29887	9.2	9808.996	0	21
31	91	7773	1.846395	3.868807	-2.952058	.2021848	.5179828	1.214121	1.004327	1.338694	.066	10.28054	9.7	9139.19	0	19.9
31	92	7820	1.829918	3.788939	-2.980504	.3417478	.7270447	1.562288	1.105621	1.45748	.084	10.30415	10	8899.01	0	19.5
31	93	7879	1.835547	3.731452	-2.936475	.5250032	.9651851	1.916699	1.063608	1.461021	.074	10.29863	10.9	8566.564	0	19.4
31	94	7904	1.815102	3.700502	-2.99371	.7403724	1.223076	2.260273	1.106786	1.463893	.068	10.31532	9.2	7852.562	0	18.9
31	95	7965.52	1.788802	3.711946	-2.969163	.9867542	1.499687	2.592318	1.136678	1.470368	.064	10.36576	7.8	7269.248	0	18.7
31	96	8009.62	1.667895	3.635255	-3.165353	1.252041	1.78912	2.910124	1.223156	1.479454	.062	10.38437	9.2	6208.119	0	18.3
31	97	8053	1.594626	3.57357	-3.173717	1.531161	2.084533	3.206266	1.233178	1.481424	.051	10.38522	9.3	6266.984	0	17.9
31	98	8096												6033.253	0	
31	99	8143.41														
32	66														0	
32	67														0	
32	68														0	
32	69														0	
32	70	1022													0	
32	71	1045													0	
32	72	1079	1.411913	3.749973	-2.213105						.07466	9.55779			0	
32	73	1106	1.551556	3.797782	-2.140971				-.5918729	.8257514	.07384	9.592716			0	
32	74	1131	1.49688	3.855382	-2.18667				-.4209552	.8895345	.08272	9.584766			0	
32	75	1160	1.665427	3.959893	-2.025737				-.226243	.9315582	.10018	9.596889			0	
32	76	1189	1.694836	4.018298	-2.35348				-.1494205	.9627794	.09227	9.632618			0	
32	77	1216	1.589671	3.825705	-2.449362				.0257382	.9755589	.07753	9.669968			0	
32	78	1238	1.643113	3.818688	-2.300971				.202538	1.009206	.05675	9.717297			0	
32	79	1285	1.733273	3.916883	-2.121561				.1952957	1.04865	.06642	9.699997			0	
32	80	1303	1.810639	3.976514	-2.036626				.1317789	.9922425	.07467	9.677752	20.6		0	
32	81	1333	1.900079	4.00807	-2.177907				-.0831814	.9742845	.07267	9.680828	18.6		0	
32	82	1364	1.990362	4.069303	-2.155582				.008962	.9851335	.09225	9.678599	22.4		0	
32	83	1394	1.930419	4.039483	-2.419651				.0590709	.9503096	.10183	9.686483	24.2		0	
32	84	1417	1.933636	4.022272	-2.388763				.2031458	1.040018	.07483	9.707866	19.5		0	28.3
32	85	1438	1.959821	4.065693	-2.208414	.0019842	.0207712	.0811389	.2975136	1.041246	.08858	9.73475	18.5	6055.979	0	28.7
32	86	1463	1.992648	4.088472	-2.152446	.0029625	.0300116	.1143457	.3843821	1.044068	.09142	9.7369	21.3	5516.444	0	27.9
32	87	1479	1.852212	4.094739	-2.275241	.0134246	.07104	.2206796	.4550253	1.083229	.08792	9.729162	19.4	5206.651	0	27.8
32	88	1490	1.89759	4.098998	-2.15324	.0216334	.1053029	.3130443	.5587461	1.095	.07825	9.743268	23	5335.541	0	27.2
32	89	1504	1.967242	4.088264	-2.433082	.0538677	.1847453	.4811816	.6029581	1.109736	.06608	9.760063	19.5	5391.237	0	27.9
32	90	1522	2.049852	4.073632	-2.393306	.1061308	.2732824	.639533	.7297048	1.103256	.06275	9.765913	20.9	5083.495	0	27.2
32	91	1547	2.122614	4.068745	-2.250323	.1820936	.3894782	.8268097	.7006747	1.094222	.069	9.768038	22.4	4874.235	0	27.1
32	92	1582	2.234653	4.006551	-2.417685	.2799504	.503595	.9874597	.6676139	1.148828	.068	9.784279	21	4862.673	0	26.7
32	93	1616	2.229695	3.977134	-2.520175	.3968525	.6375554	1.152111	.6899816	1.158121	.075	9.806236	17.4	4815	0	26.4
32	94	1654	2.185195	3.970018	-2.234802	.5174478	.7764535	1.311303	.7358486	1.067821	.063	9.827472	21.1	4562.975	0	25.4
32	95	1682.42	2.104727	4.028453	-2.430774	.658939	.9086137	1.425502	.8083742	1.012809	.063	9.871939	25.3	4324.15	0	27.4
32	96	1706.15	2.132919	4.057825	-2.158792	.7930862	1.051839	1.550453	.9136619	1.131116	.081	9.878764	25.5	4195.248	0	27.2
32	97	1730	2.143935	4.103178	-2.558037	.9362801	1.1771	1.628726	1.018416	.9306345	.062	9.86426	21.2	4071.544	0	27
32	98	1734												3925.482	0	
32	99	1739.84														
33	66														0	
33	67														0	
33	68														0	
33	69														0	
33	70	18260													0	
33	71	18349													0	
33	72	18339	2.008481	3.553278	-2.205932						.06692	9.962145			0	
33	73	18177	1.994401	3.58151	-2.190153				-.4500396	1.307783	.05442	9.976542			0	
33	74	18050	2.086529	3.748397	-2.241341				-.3394474	1.366837	.06375	9.952334			0	
33	75	18003	2.154092	3.873358	-2.199393				-.2308602	1.383854	.09508	9.932476			0	
33	76	17941	2.169081	3.988919	-2.209563				-.113522	1.349809	.10242	9.947418			0	
33	77	17813	2.124602	3.968138	-2.228124				-.0132415	1.300594	.09133	9.968044			0	
33	78	17681	2.133179	3.905994	-2.273654				.0837453	1.290343	.07717	9.989685			0	
33	79	17584	2.220026	3.971667	-2.128869				.1459323	1.384454	.07125	9.980868			0	
33	80	17558	2.328752	4.071561	-2.064405				.1706523	1.321149	.07475	9.964225	13.8		0	
33	81	17568	2.371309	4.068081	-2.093197				.2089875	1.17633	.07642	9.971397	14.4		0	
33	82	17590	2.296501	4.007249	-2.167704				.3723641	1.216564	.08558	9.983135	14.8		0	
33	83	17687	2.211607	3.908593	-2.200906				.4629077	1.238778	.0855	10.01498	15.8		0	
33	84	17746	2.212405	3.841607	-2.296182				.5452246	1.235023	.07225	10.06741	16		0	20.8
33	85	17792	2.229406	3.840803	-2.358171	.0413881	.2213857	.6873679	.623645	1.240598	.06542	10.09599	15.8	13204.02	0	20.8
33	86	17833	2.284935	3.863982	-2.235519	.0937574	.3786154	1.054872	.6624133	1.27133	.06258	10.14669	13.2	13696	0	20.3
33	87	17869	2.308171	3.898365	-2.181952	.2018505	.619951	1.551331	.768282	1.317894	.04858	10.16804	14.3	12532.82	0	20.9
33	88	17941	2.393044	3.95115	-2.078829	.3687815	.8990729	2.034078	.8266436	1.394897	.04192	10.19407	13.4	11668.78	0	20.7
33	89	17983	2.423986	3.942091	-2.080276	.6241358	1.249383	2.564425	.909748	1.464105	.05092	10.20949	12.6	13517.16	0	20
33	90	18002	2.468261	3.947296	-1.93305	.937073	1.601459	3.011425	1.046937	1.450547	.05208	10.2187	14.3	11634.76	0	20.4
33	91	18047	2.455004	3.928637	-1.948685	1.280877	1.971066	3.432284	1.114939	1.438143	.072	10.20415	15.3	13133.36	0	19.6
33	92	18109	2.418328	3.858402	-2.022191	1.649112	2.333236	3.791974	1.165081	1.201048	.085	10.22606	15.3	11664.06	0	18.8
33	93	18197	2.373546	3.801715	-2.017489	2.015889	2.706169	4.11746	1.226458	1.283165	.077	10.22243	16.4	11077.46	0	18.1
33	94	18169	2.26754	3.714801	-2.198601	2.383115	3.075653	4.417613	1.266478	1.282182	.069	10.2404	17	9815.703	0	17.8
33	95	18150.9	2.129642	3.615016	-2.460467	2.760661	3.44052	4.688065	1.301237	1.237	.063	10.29287	16.5	8671.675	0	17.9
33	96	18143.8	1.986032	3.53018	-2.596005	3.095615	3.770624	4.916391	1.327878	1.461941	.062	10.3171	16.7	7458.218	0	17.6
33	97	18137	1.929479	3.472697	-2.809028	3.43028	4.078575	5.11659	1.346	1.40349	.064	10.31777	16.5	7803.793	0	17.3
33	98	18159												7831.626	0	
33	99	18196.6														
34	66														0	
34	67														0	
34	68														0	
34	69														0	
34	70	5096													0	
34	71	5158													0	
34	72	5301	1.427094	3.090519	-2.018872						.04016	9.590858			0	
34	73	5390	1.454681	3.145231	-2.065806				.4438922	.5142155	.03579	9.644995			0	
34	74	5471	1.567061	3.388672	-2.163085				.5814794	.575654	.05297	9.621204			0	
34	75	5547	1.45605	3.503085	-2.103341				.6922328	.6667556	.08862	9.590678			0	
34	76	5608	1.369617	3.523898	-2.220131				.6840014	.71128	.0625	9.637136			0	
34	77	5686	1.375153	3.49293	-2.272443				.7242214	.6945727	.05925	9.656975			0	
34	78	5759	1.387075	3.514266	-2.26159				.8090134	.7599804	.04317	9.69771			0	
34	79	5823	1.45742	3.632325	-2.272641				.7562304	.7100208	.04792	9.681352			0	
34	80	5882	1.508601	3.727666	-2.251547				.837981	.7357605	.06542	9.6566	15		0	
34	81	5957	1.472991	3.708544	-2.398903				.8992127	.8472493	.06442	9.661784	17.5		0	
34	82	6019	1.495903	3.712818	-2.401891				.9122874	.8478253	.09017	9.649224	20.3		0	
34	83	6077	1.410798	3.631566	-2.517861				.9361292	.795471	.08892	9.693887	15.9		0	
34	84	6164	1.395539	3.594869	-2.436766				.8527369	.8084222	.06767	9.753726	14.6		0	19.8
34	85	6254	1.437374	3.611207	-2.487148	.0018226	.0194488	.0770396	.9038187	.8101368	.05392	9.781757	14.2	5807.784	0	19.7
34	86	6322	1.561419	3.653628	-2.507624	.0028266	.028998	.1115688	.9398049	.818188	.05317	9.830363	14.3	5611.556	0	20
34	87	6404	1.578322	3.730914	-2.512774	.0100913	.0606754	.1996979	.951598	.8461221	.04467	9.854593	13.8	5252.728	0	20
34	88	6481	1.62012	3.782059	-2.542219	.0196102	.1000657	.3056707	.9230139	.8836914	.03625	9.882553	12.6	5639.189	0	20.1
34	89	6565	1.699041	3.852633	-2.419607	.0448688	.1702469	.4648575	.9192796	.9197718	.03517	9.889289	12.2	6289.776	0	20.3
34	90	6653	1.826569	3.880434	-2.236151	.0925331	.2645858	.6505242	.9293355	.958524	.041	9.903341	13	5656.282	0	20.9
34	91	6749	1.882831	3.955282	-2.172059	.1652922	.3827454	.8534778	.982106	.9943034	.058	9.893853	14.5	5246.573	0	20.2
34	92	6836	1.919398	3.937007	-2.246549	.2670389	.5227144	1.076397	.9959755	1.019771	.059	9.923104	15.7	4989.802	0	20.7
34	93	6945	1.915906	3.906615	-2.180094	.3905595	.6726618	1.285402	1.071778	1.157549	.049	9.940663	14.4	4637.761	0	20.9
34	94	7070	1.879454	3.906056	-2.214631	.5298603	.8384168	1.494376	1.123826	1.103735	.044	9.966932	14.2	4244.628	0	20.8
34	95	7185.4	1.867573	3.911984	-2.362136	.6919104	1.0128	1.690133	1.207418	1.122419	.043	10.02181	12.6	3833.301	1	20.5
34	96	7307.66	1.773857	3.90166	-2.468573	.8572935	1.190979	1.87046	1.408058	1.110271	.043	10.04514	12.2	3496.04	1	21.1
34	97	7425	1.803386	3.888646	-2.492613	1.03321	1.370482	2.039323	1.435372	1.164283	.036	10.05129	11.4	3512.705	1	21.3
34	98	7546												3538.735	1	
34	99	7650.79														
35	66														1	
35	67														1	
35	68														1	
35	69														1	
35	70	620													1	
35	71	628													1	
35	72	631	-.7774249	2.967851	-4.367864						.03531	9.697235			1	
35	73	633	-.4868911	3.015519	-4.841033				-1.25992	.4382038	.035	9.984169			1	
35	74	635	-.6884339	3.05244	-4.256401				-1.407045	.4858723	.03138	9.864307			1	
35	75	639	-.6398215	3.122275	-4.850467				-1.593813	.4856289	.03558	9.806704			1	
35	76	646	-.3352346	3.190935	-4.273575				-1.306613	.489952	.03584	9.72551			1	
35	77	650	-.3947535	3.196662	-4.685213				-1.383203	.5129905	.04811	9.693218			1	
35	78	651	-.3985764	3.153563	-4.399068				-1.209114	.562688	.04792	9.859668			1	
35	79	653	-.4826406	3.299912	-4.178992				-1.551256	.5853943	.03692	9.782693			1	
35	80	653	-.617946	3.369775	-4.402135				-1.568922	.5967644	.04967	9.610509	15.5		1	
35	81	660	-.3964153	3.372351	-3.78419				-1.261221	.6217449	.05125	9.761848	14.2		1	
35	82	669	-.4799181	3.254295	-4.896346				-1.107745	.6306268	.05717	9.764914	12.9		1	
35	83	677	-.6177739	3.270854	-3.878614				-.8853832	.6735239	.05675	9.792011	15.1		1	
35	84	680	-.6140099	3.239486	-4.442651				-.6597381	.7107172	.05217	9.795627	15.4		1	24
35	85	677	-.7431197	3.282232	-4.571761	.0002577	.0034029	.0153297	-.5951667	.6564527	.05983	9.793513	15.9	10176.03	1	23.1
35	86	669	-.6535816	3.25516	-4.559874	.0006351	.0072699	.0301924	-.5907453	.6646808	.06292	9.804612	13.5	9796.444	1	23
35	87	661	-.5483332	3.340169	-4.191169	.0011913	.0126465	.0499083	-.6169061	.716782	.05133	9.789935	11.4	8524.164	1	23.3
35	88	655	-.5133734	3.296402	-3.999729	.002433	.0210025	.0780163	-.5535826	.6954139	.04817	9.692096	11.6	8328.648	1	24.1
35	89	646	-.4377133	3.239407	-5.084505	.0065164	.039375	.1300944	-.4587693	.6699801	.04225	9.786231	12.2	7578.986	1	24.5
35	90	638	-.3013593	3.350619	-4.8489	.0142936	.0684802	.2057339	-.4693846	.6989353	.04	9.84136	13.7	8090.632	1	26.6
35	91	633	-.4221919	3.309493	-4.50456	.0306202	.1120468	.3042935	-.3829922	.7262909	.041	9.819377	14.5	8056.028	1	26.1
35	92	634	-.1791719	3.34246	-3.967142	.0615664	.1731326	.4234409	-.3614255	.7364306	.049	9.882981	11.9	7850.198	1	25.4
35	93	635	-.1959574	3.309853	-4.05573	.1096538	.2515917	.5599486	-.3929258	.7438883	.043	9.853105	11.2	7296.35	1	25.6
35	94	638	-.2006707	3.278681	-6.458338	.1744524	.3411386	.7007617	-.3533061	.7430615	.039	9.916486	10.4	6844.463	1	25.8
35	95	641.548	-.1431157	3.324024	-4.672124	.2553971	.441268	.84081	-.1742041	.751002	.033	9.884033	12	6474.538	1	25.5
35	96	642.858	-.1725045	3.254122	-3.826866	.3489909	.5501888	.975593	-.0537091	.78817	.031	9.960636	11	5805.544	1	26.6
